"item_id","scale_id","item_text","source_table"
968,"spanishmegastudy","¿Qué neurotransmisor y hormona es habitualmente conocida como \adrenalina\?","spanishmegastudy"
969,"spanishmegastudy","¿Qué órgano está involucrado en el desarrollo de la ictericia?","spanishmegastudy"
970,"spanishmegastudy","¿Qué proporción de nuestro cuerpo representa la médula ósea?","spanishmegastudy"
971,"spanishmegastudy","¿Qué puede hacer la gente escotópica?","spanishmegastudy"
972,"spanishmegastudy","¿Qué sistema biológico controla las glándulas y las hormonas?","spanishmegastudy"
973,"spanishmegastudy","¿Qué suele ocurrir cuando el diafragma sufre espasmos?","spanishmegastudy"
974,"spanishmegastudy","¿Qué tipo de pelo no se ve afectado por la pubertad?","spanishmegastudy"
975,"spanishmegastudy","¿Con qué deporte está asociado Tiger Woods?","spanishmegastudy"
976,"spanishmegastudy","¿Cuál era el nombre de nacimiento de Muhammad Alí?","spanishmegastudy"
977,"spanishmegastudy","¿Cuál es el término de tenis que denota que cada lado tiene una puntuación de 40 en un juego?","spanishmegastudy"
978,"spanishmegastudy","¿Cuál es la distancia de una maratón?","spanishmegastudy"
979,"spanishmegastudy","¿Cuál es la duración normal de un partido de rugby?","spanishmegastudy"
980,"spanishmegastudy","¿Cuáles son las dimensiones de la cancha de baloncesto para los Juegos Olímpicos y los Torneos mundiales?","spanishmegastudy"
981,"spanishmegastudy","¿Cuándo tuvieron lugar los primeros Juegos Olímpicos en la ciudad de Olimpia en Grecia?","spanishmegastudy"
982,"spanishmegastudy","¿Cuándo y dónde se introdujo el atletismo en los Juegos Olímpicos?","spanishmegastudy"
983,"spanishmegastudy","¿Cuántos equipos de fútbol participaron en la Copa Mundial de la FIFA 2010?","spanishmegastudy"
984,"spanishmegastudy","¿Cuántos jugadores de cada equipo juegan al mismo tiempo en un partido de baloncesto?","spanishmegastudy"
985,"spanishmegastudy","¿Cuántos jugadores de cada equipo juegan al mismo tiempo en un partido de fútbol?","spanishmegastudy"
986,"spanishmegastudy","¿De qué color es la camiseta que lleva el líder en la clasificación de puntos del Tour de Francia?","spanishmegastudy"
987,"spanishmegastudy","¿Dónde se celebraron los Juegos Olímpicos de 2012?","spanishmegastudy"
988,"spanishmegastudy","¿Dónde se celebraron los primeros Juegos Olímpicos de Invierno?","spanishmegastudy"
989,"spanishmegastudy","¿En qué año llegó Sir Edmund Hillary a la cima del Monte Everest?","spanishmegastudy"
990,"spanishmegastudy","¿En qué carrera de atletismo podría uno mojarse?","spanishmegastudy"
991,"spanishmegastudy","¿En qué ciudad inglesa se ha celebrado el torneo de Wimbledon desde su fundación en 1877?","spanishmegastudy"
992,"spanishmegastudy","¿En qué deporte se disputa la Copa Stanley?","spanishmegastudy"
993,"spanishmegastudy","¿En qué deporte se les pide a las personas zurdas que jueguen con la mano derecha?","spanishmegastudy"
994,"spanishmegastudy","¿En qué deporte un jinete a caballo golpea una pelota con un mazo?","spanishmegastudy"
995,"spanishmegastudy","¿Qué ciudad albergó las primeras Olimpiadas modernas en 1896?","spanishmegastudy"
996,"spanishmegastudy","¿Qué color de pista usan los esquiadores expertos?","spanishmegastudy"
997,"spanishmegastudy","¿Qué deporte de raqueta se puede jugar con cuatro bolas de diferentes rebotes?","spanishmegastudy"
998,"spanishmegastudy","¿Qué deporte es el más similar al softbol?","spanishmegastudy"
999,"spanishmegastudy","¿Qué deporte se juega en el Campeonato de Wimbledon?","spanishmegastudy"
1000,"spanishmegastudy","¿Qué jugador fue el culpable del incidente conocido como \La mano de Dios\?","spanishmegastudy"
1001,"spanishmegastudy","¿Qué otro color está presente en el símbolo de los Juegos Olímpicos aparte del azul, rojo, verde y amarillo?","spanishmegastudy"
1002,"spanishmegastudy","¿Quién es el MVP en un equipo deportivo?","spanishmegastudy"
1003,"spanishmegastudy","¿Quién ganó la Copa Mundial de la FIFA 1998?","spanishmegastudy"
1004,"spanishmegastudy","¿Quién ganó seis títulos consecutivos de Wimbledon femenino en la década de 1980?","spanishmegastudy"
1005,"spanishmegastudy","¿Cómo llamamos a las ganancias totales de un individuo que provienen de sus salarios, inversiones y otras fuentes?","spanishmegastudy"
1006,"spanishmegastudy","¿Cómo se le llama a un negocio o una empresa dirigida por una sola persona?","spanishmegastudy"
1007,"spanishmegastudy","¿Cómo se le llama a una promesa escrita de pagar más adelante una cantidad que se ha tomado prestada?","spanishmegastudy"
1008,"spanishmegastudy","¿Cómo se le llama al cheque que representa una porción de los beneficios de una corporación?","spanishmegastudy"
1009,"spanishmegastudy","¿Cómo se le llama al uso de las recaudaciones de ingresos del gobierno para influir en la economía?","spanishmegastudy"
1010,"spanishmegastudy","¿Cómo se denomina al declive económico de una economía?","spanishmegastudy"
1011,"spanishmegastudy","¿Cómo se denomina al hecho de que una persona o empresa específica sea el único suministrador de una mercancía particular?","spanishmegastudy"
1012,"spanishmegastudy","¿Cómo se llama el dinero extra que se debe pagar al pedir un préstamo?","spanishmegastudy"
1013,"spanishmegastudy","¿Cómo se llama el sistema en el que ciudadanos privados controlan los medios de producción?","spanishmegastudy"
1014,"spanishmegastudy","¿Cuál es la abrumadora ventaja que tiene el suministrador más grande de una industria sobre sus competidores?","spanishmegastudy"
1015,"spanishmegastudy","¿Cuál es la fuerza que motiva a las personas y organizaciones a obtener un beneficio monetario?","spanishmegastudy"
1016,"spanishmegastudy","¿Cuál es la principal y más efectiva forma de incentivo utilizada en el mundo de los negocios?","spanishmegastudy"
1017,"spanishmegastudy","¿Cuál fue la primera tarjeta de crédito del mundo?","spanishmegastudy"
1018,"spanishmegastudy","¿Cuál suele ser la principal fuente de ingresos de un gobierno?","spanishmegastudy"
1019,"spanishmegastudy","¿Cuándo comenzó la crisis del euro?","spanishmegastudy"
1020,"spanishmegastudy","¿Cuándo entraron en circulación las monedas físicas de Euro?","spanishmegastudy"
1021,"spanishmegastudy","¿Dónde está el cuartel general del Banco Central Europeo?","spanishmegastudy"
1022,"spanishmegastudy","¿En qué década tuvo lugar la Gran Depresión?","spanishmegastudy"
1023,"spanishmegastudy","¿En qué industria se hizo rico John Davidson Rockefeller?","spanishmegastudy"
1024,"spanishmegastudy","¿En qué país es la rupia la unidad monetaria?","spanishmegastudy"
1025,"spanishmegastudy","¿En qué país utilizan el yen como moneda?","spanishmegastudy"
1026,"spanishmegastudy","¿Qué ciudad se considera el lugar de nacimiento del mercado de valores?","spanishmegastudy"
1027,"spanishmegastudy","¿Qué estudia y colecciona la numismática?","spanishmegastudy"
1028,"spanishmegastudy","¿Qué ley busca mantener la competitividad del mercado regulando la conducta anti-competitiva de las compañías?","spanishmegastudy"
1029,"spanishmegastudy","¿Cómo se denomina al bajón sostenido y a largo plazo en la actividad económica de una o más economías?","spanishmegastudy"
1030,"spanishmegastudy","¿Cómo se denomina a la ralentización en la actividad económica durante un ciclo de negocios normal?","spanishmegastudy"
1031,"spanishmegastudy","¿Qué nombre se le da a las negociaciones entre representates de los trabajadores y la administración?","spanishmegastudy"
1032,"spanishmegastudy","¿Qué otro nombre hay para un intercambio de valores?","spanishmegastudy"
1033,"spanishmegastudy","¿Qué país usa el dong como moneda?","spanishmegastudy"
1034,"spanishmegastudy","¿Qué parte de la economía trata el comportamiento y decisiones de pequeñas unidades, como los individuos y las firmas?","spanishmegastudy"
1035,"spanishmegastudy","¿Qué rama de la economía trata el rendimiento, estructura, comportamiento y decisiones de una economía en general?","spanishmegastudy"
1036,"spanishmegastudy","¿Qué significa USD?","spanishmegastudy"
1037,"spanishmegastudy","¿Qué término denota una bajada del valor de una moneda?","spanishmegastudy"
1038,"spanishmegastudy","¿Qué utilizaban como moneda Siberia, Mongolia, Tibet y China en el siglo 18?","spanishmegastudy"
1039,"spanishmegastudy","¿A qué país pertenece Groenlandia?","spanishmegastudy"
1040,"spanishmegastudy","¿Cómo se llama la ciudad de Italia situada en un grupo de 118 pequeñas islas?","spanishmegastudy"
1041,"spanishmegastudy","¿Cuál de estas ciudades está más al norte?","spanishmegastudy"
1042,"spanishmegastudy","¿Cuál es el golfo que separa Finlandia de Suecia?","spanishmegastudy"
1043,"spanishmegastudy","¿Cuál es el país europeo con la mayor densidad poblacional?","spanishmegastudy"
1044,"spanishmegastudy","¿Cuál es el pico más alto de Europa?","spanishmegastudy"
1045,"spanishmegastudy","¿Cuál es el río más largo de Europa?","spanishmegastudy"
1046,"spanishmegastudy","¿Cuál es el río más largo de Francia?","spanishmegastudy"
1047,"spanishmegastudy","¿Cuál es el río más largo de Italia?","spanishmegastudy"
1048,"spanishmegastudy","¿Cuál es el volcán activo más alto de Europa?","spanishmegastudy"
1049,"spanishmegastudy","¿Cuál es la capital de Albania?","spanishmegastudy"
1050,"spanishmegastudy","¿Cuál es la capital de Bielorrusia?","spanishmegastudy"
1051,"spanishmegastudy","¿Cuál es la capital de Dinamarca?","spanishmegastudy"
1052,"spanishmegastudy","¿Cuál es la capital de Finlandia?","spanishmegastudy"
1053,"spanishmegastudy","¿Cuál es la ciudad más poblada de Suiza?","spanishmegastudy"
1054,"spanishmegastudy","¿Cuáles son las cordilleras más prominentes de Europa?","spanishmegastudy"
1055,"spanishmegastudy","¿Cuántos idioma oficiales tiene Suiza?","spanishmegastudy"
1056,"spanishmegastudy","¿De dónde viene el nombre de Europa?","spanishmegastudy"
1057,"spanishmegastudy","¿De qué color es la cruz de la bandera griega?","spanishmegastudy"
1058,"spanishmegastudy","¿De qué país es Budapest la capital?","spanishmegastudy"
1059,"spanishmegastudy","¿Dónde se encuentra Hellas?","spanishmegastudy"
1060,"spanishmegastudy","¿Dónde se halla la cuenca hidrográfica del Río Rin?","spanishmegastudy"
1061,"spanishmegastudy","¿En qué grupo insular se halla la isla de Formentera?","spanishmegastudy"
1062,"spanishmegastudy","¿En qué mar desemboca el rio Ródano?","spanishmegastudy"
1063,"spanishmegastudy","¿A orillas de qué río está situada la ciudad de Londres?","spanishmegastudy"
1064,"spanishmegastudy","¿Qué capital está caldeada por aguas termales volcánicas?","spanishmegastudy"
1065,"spanishmegastudy","¿Qué ciudad contiene las antiguas ruinas romanas de cuando fue enterrada en lava proveniente del Vesuvio?","spanishmegastudy"
1066,"spanishmegastudy","¿Qué ciudad es la capital de Liechtenstein?","spanishmegastudy"
1067,"spanishmegastudy","¿Qué país era conocido por los antiguos romanos como \Hibernia\?","spanishmegastudy"
1068,"spanishmegastudy","¿Qué país llama a parte de su población \Sami\?","spanishmegastudy"
1069,"spanishmegastudy","¿Qué país tiene su mapa en su bandera?","spanishmegastudy"
1070,"spanishmegastudy","¿Qué país tiene Tallin como su capital?","spanishmegastudy"
1071,"spanishmegastudy","¿Qué río europeo pasa por 10 países y 4 capitales?","spanishmegastudy"
1072,"spanishmegastudy","¿Qué ríos forman la bahía donde se encuentra Venecia?","spanishmegastudy"
1073,"spanishmegastudy","¿A qué filósofo describió Platón como \Sócrates delirante\?","spanishmegastudy"
1074,"spanishmegastudy","¿Cómo se le llama a la creencia de que maximizar el placer es la forma de alcanzar la felicidad?","spanishmegastudy"
1075,"spanishmegastudy","¿Cómo se llama el poderoso individuo que Nietzsche veía como meta para la humanidad?","spanishmegastudy"
1076,"spanishmegastudy","¿Con qué filósofo se asocia habitualmente el \imperativo categórico\?","spanishmegastudy"
1077,"spanishmegastudy","¿Con qué movimiento filosófico se asocia principalmente al \Círculo de Viena\?","spanishmegastudy"
1078,"spanishmegastudy","¿Cuál es el nombre del estudiante más famoso de Sócrates?","spanishmegastudy"
1079,"spanishmegastudy","¿Cuál es la doctrina que prioriza proporcionar el mayor bien para la mayor cantidad de personas?","spanishmegastudy"
1080,"spanishmegastudy","¿Cuál es la opinión de que el universo opera como una máquina de acuerdo con la ley de causa y efecto?","spanishmegastudy"
1081,"spanishmegastudy","¿Qué doctrina crearon los filósofos alemanes Karl Marx y Friedrich Engels?","spanishmegastudy"
1082,"spanishmegastudy","¿Qué doctrina filosófica argumenta que la vida carece de significado objetivo, propósito o valor intrínseco?","spanishmegastudy"
1083,"spanishmegastudy","¿Qué doctrina sostiene que todos los humanos son fundamentalmente iguales en valor o estatus social?","spanishmegastudy"
1084,"spanishmegastudy","¿Qué es lo que hace que las sociedades humanas se desarrollen según la ideología de Karl Marx?","spanishmegastudy"
1085,"spanishmegastudy","¿Qué escuela griega de filosofía creía que el cambio era ilusorio?","spanishmegastudy"
1086,"spanishmegastudy","¿Qué estudio filosófico aborda la naturaleza del ser y la existencia o realidad?","spanishmegastudy"
1087,"spanishmegastudy","¿Qué famoso trabajo filosófico incluye el Mito de la Caverna?","spanishmegastudy"
1088,"spanishmegastudy","¿Qué filosofía afirma que la realidad tal como la conocemos es una construcción mental o, de otra manera, inmaterial?","spanishmegastudy"
1089,"spanishmegastudy","¿Qué filosofía enfatiza el papel de la razón en la obtención de conocimiento?","spanishmegastudy"
1090,"spanishmegastudy","¿Qué filosofía enfatiza que todo conocimiento se basa en la experiencia y niega la posibilidad de ideas innatas?","spanishmegastudy"
1091,"spanishmegastudy","¿Qué filósofo ateniense no escribió ningún libro, y en su lugar sus enseñanzas fueron inmortalizadas por Platón?","spanishmegastudy"
1092,"spanishmegastudy","¿Qué filósofo dijo \Sólo sé que no sé nada\?","spanishmegastudy"
1093,"spanishmegastudy","¿Qué filósofo dijo: \Pienso, luego existo\?","spanishmegastudy"
1094,"spanishmegastudy","¿Qué filósofo postulaba en un ensayo que Sísifo era feliz en realidad?","spanishmegastudy"
1095,"spanishmegastudy","¿Qué filósofo griego escribió \La República\?","spanishmegastudy"
1096,"spanishmegastudy","¿Qué filósofo griego escribió \Metafísica\?","spanishmegastudy"
1097,"spanishmegastudy","¿Qué nihilista escribió \El ser y la nada\?","spanishmegastudy"
1098,"spanishmegastudy","¿Qué novela es ampliamente considerada como una de las primeras novelas existencialistas?","spanishmegastudy"
1099,"spanishmegastudy","¿Qué pensador enseñaba que el hombre era bueno por naturaleza y era la sociedad la que lo corrompía?","spanishmegastudy"
1100,"spanishmegastudy","¿Qué rama de la filosofía explora la naturaleza fundamental de la realidad?","spanishmegastudy"
1101,"spanishmegastudy","¿Qué une a Sartre, Nietzsche, Russell y Descartes?","spanishmegastudy"
1102,"spanishmegastudy","¿Quién desarrolló el método mayeútico?","spanishmegastudy"
1103,"spanishmegastudy","¿Quién es conocido como el \padre del existencialismo\?","spanishmegastudy"
1104,"spanishmegastudy","¿Quiénes eran las personas comunes cuya única posesión era su fuerza de trabajo, según Karl Marx?","spanishmegastudy"
1105,"spanishmegastudy","¿A qué velocidad vuelan los aviones supersónicos?","spanishmegastudy"
1106,"spanishmegastudy","¿Cómo se le llama a un sonido con una frecuencia por debajo de 20 Hz?","spanishmegastudy"
1107,"spanishmegastudy","¿Cómo se llaman los \paquetes\ en los que se emite y se absorbe la luz?","spanishmegastudy"
1108,"spanishmegastudy","¿Cuál de los siguientes productos químicos es útil en fotografía?","spanishmegastudy"
1109,"spanishmegastudy","¿Cuál es el apellido del hombre que propuso la teoría de la relatividad?","spanishmegastudy"
1110,"spanishmegastudy","¿Cuál es el color complementario del naranja en el modelo de color RYB?","spanishmegastudy"
1111,"spanishmegastudy","¿Cuál es el metal mayoritario en el peltre?","spanishmegastudy"
1112,"spanishmegastudy","¿Cuál es la antipartícula del positrón?","spanishmegastudy"
1113,"spanishmegastudy","¿Cuál es la velocidad del sonido en el aire (en condiciones normales)?","spanishmegastudy"
1114,"spanishmegastudy","¿De qué color es una tonalidad el bermellón?","spanishmegastudy"
1115,"spanishmegastudy","¿De qué color es una tonalidad el cerúleo?","spanishmegastudy"
1116,"spanishmegastudy","¿De qué depende la fuerza de empuje?","spanishmegastudy"
1117,"spanishmegastudy","¿En qué fenómeno óptico los rayos de luz se doblan para producir una imagen?","spanishmegastudy"
1118,"spanishmegastudy","¿Entre qué dominios transforma una señal la Transformada de Fourier?","spanishmegastudy"
1119,"spanishmegastudy","¿Por dónde viaja más rápido el sonido?","spanishmegastudy"
1120,"spanishmegastudy","¿Por dónde viaja más rápido la luz?","spanishmegastudy"
1121,"spanishmegastudy","¿Por qué los pasajeros se caen hacia adelante cuando un autobús en movimiento se detiene repentinamente?","spanishmegastudy"
1122,"spanishmegastudy","¿Qué científico formuló la ley de la gravedad?","spanishmegastudy"
1123,"spanishmegastudy","¿Qué color de luz visible tiene la longitud de onda más corta?","spanishmegastudy"
1124,"spanishmegastudy","¿Qué color se obtiene mezclando rojo y azul?","spanishmegastudy"
1125,"spanishmegastudy","¿Qué demostró Boyle que disminuye a medida que aumenta el volumen de un gas?","spanishmegastudy"
1126,"spanishmegastudy","¿Qué físico estadounidense fue el pionero de la teoría de los agujeros negros en 1939?","spanishmegastudy"
1127,"spanishmegastudy","¿Qué físico formuló las tres leyes del movimiento?","spanishmegastudy"
1128,"spanishmegastudy","¿Qué forma tienen las lentes para la gente con miopía?","spanishmegastudy"
1129,"spanishmegastudy","¿Qué ley afirma que una corriente eléctrica produce un campo magnético?","spanishmegastudy"
1130,"spanishmegastudy","¿Qué ley postula que los líquidos transmiten presión por igual en todas las direcciones?","spanishmegastudy"
1131,"spanishmegastudy","¿Qué metal fue el primero en fundirse en un molde y en alearse con otro metal?","spanishmegastudy"
1132,"spanishmegastudy","¿Qué número Mach corresponde a la velocidad del sonido?","spanishmegastudy"
1133,"spanishmegastudy","¿Qué partículas da como resultado la fisión nuclear?","spanishmegastudy"
1134,"spanishmegastudy","¿Qué suele indicar que los niveles de un barómetro bajen?","spanishmegastudy"
1135,"spanishmegastudy","¿Qué teoría de la física propone que la energía no se transfiere continuamente sino en cantidades discretas?","spanishmegastudy"
1136,"spanishmegastudy","¿Qué tipo de lente es una lupa?","spanishmegastudy"
1137,"spanishmegastudy","¿Qué tipo de transformación realiza un micrófono?","spanishmegastudy"
1138,"spanishmegastudy","¿Quién fue la primera persona en identificar el electrón?","spanishmegastudy"
1139,"spanishmegastudy","¿Quién fue la primera persona en medir la velocidad de la luz?","spanishmegastudy"
1140,"spanishmegastudy","¿Quién recibió el primer Premio Nobel de Física en 1901?","spanishmegastudy"
1141,"spanishmegastudy","¿Cómo es el diámetro polar de la Tierra comparado con el diámetro ecuatorial?","spanishmegastudy"
1142,"spanishmegastudy","¿Cómo se le llama a una colina de arena suelta construida por el viento o el flujo del agua?","spanishmegastudy"
1143,"spanishmegastudy","¿Cómo se llama el meridiano que pasa por Londres?","spanishmegastudy"
1144,"spanishmegastudy","¿Cómo se llama el océano que se encuentra entre África y Australia?","spanishmegastudy"
1145,"spanishmegastudy","¿Cómo se llama la parte de la Tierra compuesta por toda la vida?","spanishmegastudy"
1146,"spanishmegastudy","¿Cómo se llamaba el super-continente que existió hace aproximadamente 335-175 millones de años?","spanishmegastudy"
1147,"spanishmegastudy","¿Cuál de estos es un herbazal tropical?","spanishmegastudy"
1148,"spanishmegastudy","¿Cuál es el período más temprano de la historia de la Tierra?","spanishmegastudy"
1149,"spanishmegastudy","¿Cuál es el punto más al sur de África?","spanishmegastudy"
1150,"spanishmegastudy","¿Cuál es el punto más al sur de Sudamérica?","spanishmegastudy"
1151,"spanishmegastudy","¿Cuál es el tercer continente más grande del mundo?","spanishmegastudy"
1152,"spanishmegastudy","¿Cuál es el término habitual en geografía para la altura angular de un objeto sobre el horizonte?","spanishmegastudy"
1153,"spanishmegastudy","¿Cuál es la isla más grande del océano Pacífico?","spanishmegastudy"
1154,"spanishmegastudy","¿Cuál es la mayor porción de nuestra hidrosfera, representando hasta un 46% de la misma?","spanishmegastudy"
1155,"spanishmegastudy","¿Cuál es la noche más corta en el hemisferio sur?","spanishmegastudy"
1156,"spanishmegastudy","¿Cuál es la principal vegetación de las zonas estepáricas?","spanishmegastudy"
1157,"spanishmegastudy","¿Cuál es la proporción de tierra a océano en el hemisferio sur?","spanishmegastudy"
1158,"spanishmegastudy","¿Cuánta área terrestre en el mundo está ocupada por desiertos cálidos y fríos?","spanishmegastudy"
1159,"spanishmegastudy","¿En qué meses tienen lugar los dos equinoccios respectivamente?","spanishmegastudy"
1160,"spanishmegastudy","¿En qué océano se encuentra la Corriente del Golfo?","spanishmegastudy"
1161,"spanishmegastudy","¿En qué región del Océano Atlántico se dice que han desaparecido aviones y barcos misteriosamente?","spanishmegastudy"
1162,"spanishmegastudy","¿En qué se divide la litosfera terrestre?","spanishmegastudy"
1163,"spanishmegastudy","¿Qué áreas geográficas componen el Nuevo Mundo?","spanishmegastudy"
1164,"spanishmegastudy","¿Qué áreas geográficas componen el Viejo Mundo?","spanishmegastudy"
1165,"spanishmegastudy","¿Qué causa la crecida y bajada de los niveles marinos?","spanishmegastudy"
1166,"spanishmegastudy","¿Qué continente es el único que se halla en los 4 hemisferios (norte, sur, este y oeste)?","spanishmegastudy"
1167,"spanishmegastudy","¿Qué continente tiene la cordillera más larga del mundo?","spanishmegastudy"
1168,"spanishmegastudy","¿Qué continente tiene más países?","spanishmegastudy"
1169,"spanishmegastudy","¿Qué evento causó la extinción de los dinosaurios?","spanishmegastudy"
1170,"spanishmegastudy","¿Qué mar no tiene playas?","spanishmegastudy"
1171,"spanishmegastudy","¿Qué otra escala se utiliza para medir la intensidad de los terremotos además de la escala Ritcher?","spanishmegastudy"
1172,"spanishmegastudy","¿Qué proceso crea las profundas fosas oceánicas?","spanishmegastudy"
1173,"spanishmegastudy","¿Qué rama de conocimiento estudia las rocas y los procesos que las hacen cambiar a lo largo del tiempo?","spanishmegastudy"
1174,"spanishmegastudy","¿Qué rama de la geografía estudia la distribución de especies y ecosistemas a lo largo del tiempo?","spanishmegastudy"
1175,"spanishmegastudy","¿Qué rama de la geografía estudia los suelos en su entorno natural?","spanishmegastudy"
1176,"spanishmegastudy","¿Qué representan los isohelios?","spanishmegastudy"
1177,"spanishmegastudy","¿Qué representan los isonefos?","spanishmegastudy"
1178,"spanishmegastudy","¿Qué son siroco, mistral y levante?","spanishmegastudy"
1179,"spanishmegastudy","¿A qué monarca se le conocía como \El Rey Sol\?","spanishmegastudy"
1180,"spanishmegastudy","¿Cómo se le llama al área entre dos trincheras enemigas?","spanishmegastudy"
1181,"spanishmegastudy","¿Cómo se llamaba a los Viet Minh cuando cruzaron a Vietnam del Sur?","spanishmegastudy"
1182,"spanishmegastudy","¿Cómo se llamaba el gobernador romano y principal agente en el asesinato de Julio César?","spanishmegastudy"
1183,"spanishmegastudy","¿Cómo se llamaba el último emperador Alemán?","spanishmegastudy"
1184,"spanishmegastudy","¿Cuál era el rango militar más alto en la Alemania Nazi?","spanishmegastudy"
1185,"spanishmegastudy","¿Cuál es la palabra alemana para una estrategia de guerra que se utilizó mucho en la Segunda Guerra Mundial?","spanishmegastudy"
1186,"spanishmegastudy","¿Cuándo capturaron los cruzados Jerusalén en la primera cruzada?","spanishmegastudy"
1187,"spanishmegastudy","¿Cuándo fue el ataque a Pearl Harbor?","spanishmegastudy"
1188,"spanishmegastudy","¿Cuándo fundó Rómulo Roma?","spanishmegastudy"
1189,"spanishmegastudy","¿Cuándo llegó Cristóbal Colón a América?","spanishmegastudy"
1190,"spanishmegastudy","¿Cuándo tuvo lugar la Guerra Civil Americana?","spanishmegastudy"
1191,"spanishmegastudy","¿Dónde y cuándo emergieron los primeros movimientos fascistas?","spanishmegastudy"
1192,"spanishmegastudy","¿Cuánto duró la Guerra de los Cien Años?","spanishmegastudy"
1193,"spanishmegastudy","¿Cuánto hace que acabó la Edad de Hielo?","spanishmegastudy"
1194,"spanishmegastudy","¿Cuánto tiempo llevaban sin celebrarse los Juegos Olímpicos cuando se reinstauraron?","spanishmegastudy"
1195,"spanishmegastudy","¿De qué calendario era una reforma el calendario juliano del 46 a. C.?","spanishmegastudy"
1196,"spanishmegastudy","¿De qué país era Mata Hari una espía?","spanishmegastudy"
1197,"spanishmegastudy","¿En qué año acabaron las negociaciones del Tratado de Versalles?","spanishmegastudy"
1198,"spanishmegastudy","¿En qué año atacó Alemania a Francia durante la Segunda Guerra Mundial?","spanishmegastudy"
1199,"spanishmegastudy","¿En qué año cayó el muro de Berlín?","spanishmegastudy"
1200,"spanishmegastudy","¿En qué año ocurrió el desastre nuclear de Chernobyl?","spanishmegastudy"
1201,"spanishmegastudy","¿En qué mes tuvo lugar la Revolución de Octubre?","spanishmegastudy"
1202,"spanishmegastudy","¿Por qué territorio intercambió Gran Bretaña la Habana con España en 1762?","spanishmegastudy"
1203,"spanishmegastudy","¿Qué emperador romano prohibió los Juegos Olímpicos en el 393 d. C.?","spanishmegastudy"
1204,"spanishmegastudy","¿Qué famoso líder murió en Santa Helena?","spanishmegastudy"
1205,"spanishmegastudy","¿Qué figura de la Segunda Guerra Mundial era popularmente conocida como \El Zorro del Desierto\?","spanishmegastudy"
1206,"spanishmegastudy","¿Qué general era famoso por utilizar un ejército de elefantes en sus batallas?","spanishmegastudy"
1207,"spanishmegastudy","¿Qué guerra se libró principalmente utilizando guerra de trincheras?","spanishmegastudy"
1208,"spanishmegastudy","¿Qué pasó cuando Napoléon fue a asediar Moscú en 1812?","spanishmegastudy"
1209,"spanishmegastudy","¿Quién cabalgaba un caballo llamado Bucéfalo?","spanishmegastudy"
1210,"spanishmegastudy","¿Quién cabalgaba un caballo llamado Marengo?","spanishmegastudy"
1211,"spanishmegastudy","¿Quién construyó la Torre de Londres?","spanishmegastudy"
1212,"spanishmegastudy","¿Quién derrotó a Marco Antonio y a Cleopatra en la batalla de Accio?","spanishmegastudy"
1213,"spanishmegastudy","¿Quién fue el padre de Cleopatra?","spanishmegastudy"
1214,"spanishmegastudy","¿Quién fue el primer marido de Cleopatra?","spanishmegastudy"
1215,"spanishmegastudy","¿Quién fue el principal autor de la Declaración de Independencia de Estados Unidos en 1776?","spanishmegastudy"
1216,"spanishmegastudy","¿Quién fue el rey de Macedonia que conquistó la mayoría de Asia Menor y derrotó al Rey Poro en 326 a. C.?","spanishmegastudy"
1217,"spanishmegastudy","¿Quién introdujo el calendario gregoriano en 1582?","spanishmegastudy"
1218,"spanishmegastudy","¿Quién navegó en la Niña, la Pinta y la Santa María?","spanishmegastudy"
1219,"spanishmegastudy","¿Quiénes lucharon en la Guerra de los Cien Años?","spanishmegastudy"
1220,"spanishmegastudy","¿A qué científico se le reconoce como \el padre de la bomba atómica\?","spanishmegastudy"
1221,"spanishmegastudy","¿A quién se le reconoce como el inventor de las versiones prototípicas del paracaídas, el helicóptero y los tanques?","spanishmegastudy"
1222,"spanishmegastudy","¿Cómo obtuvo Alfred Nobel la mayor parte de su dinero?","spanishmegastudy"
1223,"spanishmegastudy","¿Cuál fue el primer país en utilizar la pólvora?","spanishmegastudy"
1224,"spanishmegastudy","¿Cuándo introdujo Gutenberg la imprenta en Europa aproximadamente?","spanishmegastudy"
1225,"spanishmegastudy","¿En qué década se inventó el teléfono?","spanishmegastudy"
1226,"spanishmegastudy","¿En qué década se inventó el transistor?","spanishmegastudy"
1227,"spanishmegastudy","¿Por qué invento recibió el húngaro Dennis Gabor un premio Nobel en 1971?","spanishmegastudy"
1228,"spanishmegastudy","¿Qué arma fue inventada por el oficial Ernest Swinton y utilizada en 1916?","spanishmegastudy"
1229,"spanishmegastudy","¿Que arma marina inventó Robert Whitehead en 1866?","spanishmegastudy"
1230,"spanishmegastudy","¿Qué científico descubrió el virus del VIH y determinó que era la causa del SIDA en 1983?","spanishmegastudy"
1231,"spanishmegastudy","¿Qué científico fue el primero en formular la teoría del Big Bang en 1927?","spanishmegastudy"
1232,"spanishmegastudy","¿Qué ciudad perdida descubrió Hiram Bingham III en 1911?","spanishmegastudy"
1233,"spanishmegastudy","¿Qué decubrió Howard Carter en 1922?","spanishmegastudy"
1234,"spanishmegastudy","¿Qué electrodoméstico de cocina inventó Percy Spencer en 1945?","spanishmegastudy"
1235,"spanishmegastudy","¿Qué explorador llegó a Australia en 1770?","spanishmegastudy"
1236,"spanishmegastudy","¿Qué explorador llegó a Brasil en 1500?","spanishmegastudy"
